Date,Temperature
1996-10-20,-43.17
1996-10-21,-38.14
1996-10-22,-22.33
1996-10-23,-25.15
1996-10-24,-24.57
1996-10-25,-24.94
1996-10-26,-35.07
1996-10-27,-35.28
1996-10-28,-39.74
1996-10-29,-43.8
1996-10-30,-50.48
1996-10-31,-47.11
1996-11-01,-47.76
1996-11-02,-46.6
1996-11-03,-45.25
1996-11-04,-42.38
1996-11-05,-37.44
1996-11-06,-38.85
1996-11-07,-38.78
1996-11-08,-36.75
1996-11-09,-27.63
1996-11-10,-33.41
1996-11-11,-23.19
1996-11-12,-14.3
1996-11-13,-12.57
1996-11-14,-23.93
1996-11-15,-42.82
1996-11-16,-49.83
1996-11-17,-47.57
1996-11-18,-35.5
1996-11-19,-28.62
1996-11-20,-25.79
1996-11-21,-42.97
1996-11-22,-46.95
1996-11-23,-27.59
1996-11-24,-22.21
1996-11-25,-25.45
1996-11-26,-28.46
1996-11-27,-28.61
1996-11-28,-33.44
1996-11-29,-36.83
1996-11-30,-33.98
1996-12-01,-47.65
1996-12-02,-46.22
1996-12-03,-46.02
1996-12-04,-27.69
1996-12-05,-31.47
1996-12-06,-36.37
1996-12-07,-36.94
1996-12-08,-48.34
1996-12-09,-46.74
1996-12-10,-38.9
1996-12-11,-21.11
1996-12-12,-19.85
1996-12-13,-25.94
1996-12-14,-42.49
1996-12-15,-41.42
1996-12-16,-38.26
1996-12-17,-40.05
1996-12-18,-33.41
1996-12-19,-24.88
1996-12-20,-23.5
1996-12-21,-18.45
1996-12-22,-17.99
1996-12-23,-18.48
1996-12-24,-25.69
1996-12-25,-31.28
1996-12-26,-26.06
1996-12-27,-23.82
1996-12-28,-15.85
1996-12-29,-19.7
1996-12-30,-27.49
1996-12-31,-20.79
1997-01-01,-19.98
1997-01-02,-20.25
1997-01-03,-18.38
1997-01-04,-22.24
1997-01-05,-19.11
1997-01-06,-19.82
1997-01-07,-22.31
1997-01-08,-24.22
1997-01-09,-45.41
1997-01-10,-46.63
1997-01-11,-48.72
1997-01-12,-44.91
1997-01-13,-44.68
1997-01-14,-46.09
1997-01-15,NA
1997-01-16,-44.19
1997-01-17,-39.85
1997-01-18,-18.72
1997-01-19,-21.07
1997-01-20,-38.33
1997-01-21,-38.52
1997-01-22,-42.53
1997-01-23,-25.25
1997-01-24,-23.59
1997-01-25,-46.69
1997-01-26,-46.21
1997-01-27,-27.67
1997-01-28,-27.3
1997-01-29,-39.96
1997-01-30,-28.81
1997-01-31,-25.31
1997-02-01,-47.64
1997-02-02,-45.02
1997-02-03,-38.99
1997-02-04,-39.07
1997-02-05,-48.09
1997-02-06,-43.26
1997-02-07,-43.15
1997-02-08,-41.87
1997-02-09,-39.36
1997-02-10,-33.51
1997-02-11,-30.48
1997-02-12,-33.22
1997-02-13,-40.86
1997-02-14,-33.97
1997-02-15,-33.46
1997-02-16,-40.77
1997-02-17,-28
1997-02-18,-24.06
1997-02-19,-26.66
1997-02-20,-28.04
1997-02-21,-29.47
1997-02-22,-35.77
1997-02-23,-42.04
1997-02-24,-41.97
1997-02-25,-42.46
1997-02-26,-48.43
1997-02-27,-47.62
1997-02-28,-46.41
1997-03-01,-44.22
1997-03-02,-35.87
1997-03-03,-38.11
1997-03-04,-31.2
1997-03-05,-34.16
1997-03-06,-35.13
1997-03-07,-45.93
1997-03-08,-40.58
1997-03-09,-38.84
1997-03-10,-38.88
1997-03-11,-44.71
1997-03-12,-31.47
1997-03-13,-40.07
1997-03-14,-44.93
1997-03-15,-39.94
1997-03-16,-34.98
1997-03-17,-26.42
1997-03-18,-32.99
1997-03-19,-31.92
1997-03-20,-29.94
1997-03-21,-35.79
1997-03-22,-33.36
1997-03-23,-36.07
1997-03-24,-30.7
1997-03-25,-29.22
1997-03-26,-27.93
1997-03-27,-27.55
1997-03-28,-30.86
1997-03-29,-28.52
1997-03-30,-32.35
1997-03-31,-28.29
1997-04-01,-33.6
1997-04-02,-32.26
1997-04-03,-37.91
1997-04-04,-36.76
1997-04-05,-35.8
1997-04-06,-26.89
1997-04-07,-29.1
1997-04-08,-29.68
1997-04-09,-26.5
1997-04-10,-23.41
1997-04-11,-13.87
1997-04-12,-16.57
1997-04-13,-14.28
1997-04-14,-13.06
1997-04-15,-26.41
1997-04-16,-21.91
1997-04-17,-14.16
1997-04-18,-13.52
1997-04-19,-17.45
1997-04-20,-25.91
1997-04-21,-23.89
1997-04-22,-26.19
1997-04-23,-28.19
1997-04-24,-30.17
1997-04-25,-29.13
1997-04-26,-27.78
1997-04-27,-22.62
1997-04-28,-22.34
1997-04-29,-22.53
1997-04-30,-22.8
1997-05-01,-28.11
1997-05-02,-27.7
1997-05-03,-23.84
1997-05-04,-23.07
1997-05-05,-17.7
1997-05-06,-12.89
1997-05-07,-15.66
1997-05-08,-20.25
1997-05-09,-20.51
1997-05-10,-16.22
1997-05-11,-23.5
1997-05-12,-22.74
1997-05-13,-13.38
1997-05-14,-23.18
1997-05-15,-22.38
1997-05-16,-14.97
1997-05-17,-14.14
1997-05-18,-14.13
1997-05-19,-8.19
1997-05-20,-13.59
1997-05-21,-15.71
1997-05-22,-17.06
1997-05-23,-16.81
1997-05-24,-16.25
1997-05-25,-20.76
1997-05-26,-18.54
1997-05-27,-16.62
1997-05-28,-14.05
1997-05-29,-14.41
1997-05-30,-14.6
1997-05-31,-17.53
1997-06-01,-15.61
1997-06-02,-11.1
1997-06-03,-10.21
1997-06-04,-13.8
1997-06-05,-13.17
1997-06-06,-17.45
1997-06-07,-14.46
1997-06-08,-14.31
1997-06-09,-14.74
1997-06-10,-11.18
1997-06-11,-7
1997-06-12,-9.65
1997-06-13,-6.45
1997-06-14,-11.6
1997-06-15,-11.4
1997-06-16,-8.3
1997-06-17,-6.2
1997-06-18,-6.94
1997-06-19,-3.57
1997-06-20,-8.36
1997-06-21,-10.17
1997-06-22,-7.17
1997-06-23,-10.62
1997-06-24,-12.46
1997-06-25,-10.89
1997-06-26,-9.02
1997-06-27,-10.02
1997-06-28,-10.84
1997-06-29,-10.11
1997-06-30,-5.77
1997-07-01,-8.13
1997-07-02,-7.98
1997-07-03,-8.99
1997-07-04,-10.46
1997-07-05,-11.27
1997-07-06,-12.69
1997-07-07,-10.27
1997-07-08,-9.86
1997-07-09,-10.19
1997-07-10,-10.6
1997-07-11,-10.89
1997-07-12,-9.14
1997-07-13,-12.47
1997-07-14,-10
1997-07-15,-8.77
1997-07-16,-9.35
1997-07-17,-10.34
1997-07-18,-10.66
1997-07-19,-10.72
1997-07-20,-8.68
1997-07-21,-11.21
1997-07-22,-12.96
1997-07-23,-10.61
1997-07-24,-8.64
1997-07-25,-8.59
1997-07-26,-7.56
1997-07-27,-6.09
1997-07-28,-8.54
1997-07-29,-10.17
1997-07-30,-9.28
1997-07-31,-5.24
1997-08-01,-6.97
1997-08-02,-6.7
1997-08-03,-6.59
1997-08-04,-9.41
1997-08-05,-11.69
1997-08-06,-11.95
1997-08-07,-13.86
1997-08-08,-10.87
1997-08-09,-13.87
1997-08-10,-17.28
1997-08-11,-2.82
1997-08-12,-0.72
1997-08-13,-0.39
1997-08-14,-2.42
1997-08-15,-8.46
1997-08-16,-6.67
1997-08-17,-8.35
1997-08-18,-9.75
1997-08-19,-9.23
1997-08-20,-12.24
1997-08-21,-15.18
1997-08-22,-14.88
1997-08-23,-17.1
1997-08-24,-18.84
1997-08-25,-15.19
1997-08-26,-19.14
1997-08-27,-21.75
1997-08-28,-16.98
1997-08-29,-21.91
1997-08-30,-17.28
1997-08-31,-21.21
1997-09-01,-16.19
1997-09-02,-14.8
1997-09-03,-9.37
1997-09-04,-11.25
1997-09-05,-16.87
1997-09-06,-20.63
1997-09-07,-24.53
1997-09-08,-26.46
1997-09-09,-24.33
1997-09-10,-23.91
1997-09-11,-15.28
1997-09-12,-25.25
1997-09-13,-13.77
1997-09-14,-29.25
1997-09-15,-27.84
1997-09-16,-26.69
1997-09-17,-28.77
1997-09-18,-20.75
1997-09-19,-19.29
1997-09-20,-22.95
1997-09-21,-21.19
1997-09-22,-12.3
1997-09-23,-11.12
1997-09-24,-14.7
1997-09-25,-16.5
1997-09-26,-13.86
1997-09-27,-28.34
1997-09-28,-31.71
1997-09-29,-22.14
1997-09-30,-21.49
1997-10-01,-22.64
1997-10-02,-25.24
1997-10-03,-32.17
1997-10-04,-24.25
1997-10-05,-24.23
1997-10-06,-24.92
1997-10-07,-24.18
1997-10-08,-29.61
1997-10-09,-23.65
1997-10-10,-25.49
1997-10-11,-31.26
1997-10-12,-18.7
1997-10-13,-21.01
1997-10-14,-35.23
1997-10-15,-20.17
1997-10-16,-20.45
1997-10-17,-33.17
1997-10-18,-39.77
1997-10-19,-19.75
1997-10-20,-19.59
1997-10-21,-26.62
1997-10-22,-34.93
1997-10-23,-35.99
1997-10-24,-18.06
1997-10-25,-16.11
1997-10-26,-13.57
1997-10-27,-10.74
1997-10-28,-10.99
1997-10-29,-18.62
1997-10-30,-36.43
1997-10-31,-38.23
1997-11-01,-24.71
1997-11-02,-31.22
1997-11-03,-32.91
1997-11-04,-24.06
1997-11-05,-22.39
1997-11-06,-40.47
1997-11-07,-31.15
1997-11-08,-32.6
1997-11-09,-36.16
1997-11-10,-39.8
1997-11-11,-42.9
1997-11-12,-36.17
1997-11-13,-48.43
1997-11-14,-46.96
1997-11-15,-44.68
1997-11-16,-38.43
1997-11-17,-42.23
1997-11-18,-38.87
1997-11-19,-44.16
1997-11-20,-38.35
1997-11-21,-24.74
1997-11-22,-18.08
1997-11-23,-19.67
1997-11-24,-23.54
1997-11-25,-30.8
1997-11-26,-34.71
1997-11-27,-20.4
1997-11-28,-35.2
1997-11-29,-39.5
1997-11-30,-21.93
1997-12-01,-21.94
1997-12-02,-25.65
1997-12-03,-28.29
1997-12-04,-30.43
1997-12-05,-30.71
1997-12-06,-45.16
1997-12-07,-47.51
1997-12-08,-41.22
1997-12-09,-36.22
1997-12-10,-36.19
1997-12-11,-45.97
1997-12-12,-39.91
1997-12-13,-42.47
1997-12-14,-32.42
1997-12-15,-14.77
1997-12-16,-18.14
1997-12-17,-14.76
1997-12-18,-16.68
1997-12-19,-18.1
1997-12-20,-22.25
1997-12-21,-18.8
1997-12-22,-18.09
1997-12-23,-29.7
1997-12-24,-30.95
1997-12-25,-27.91
1997-12-26,-33.17
1997-12-27,-44.59
1997-12-28,-37.25
1997-12-29,-26.51
1997-12-30,-25.8
1997-12-31,-24.04
1998-01-01,-26.31
1998-01-02,-22.33
1998-01-03,-21.88
1998-01-04,-24.73
1998-01-05,-34.64
1998-01-06,-36.49
1998-01-07,-37.86
1998-01-08,-36.96
1998-01-09,-46.36
1998-01-10,-47.57
1998-01-11,-36.13
1998-01-12,-40.29
1998-01-13,-43.25
1998-01-14,-41.21
1998-01-15,-42.75
1998-01-16,-31.47
1998-01-17,-31.69
1998-01-18,-40.85
1998-01-19,-41.43
1998-01-20,-40.07
1998-01-21,-35.32
1998-01-22,-35
1998-01-23,-21
1998-01-24,-20.34
1998-01-25,-27.25
1998-01-26,-29.72
1998-01-27,-20.7
1998-01-28,-18.31
1998-01-29,-20.31
1998-01-30,-35.93
1998-01-31,-31.94
1998-02-01,-31
1998-02-02,-23.63
1998-02-03,-39.13
1998-02-04,-33.28
1998-02-05,NA
1998-02-06,NA
1998-02-07,NA
1998-02-08,NA
1998-02-09,NA
1998-02-10,NA
1998-02-11,NA
1998-02-12,NA
1998-02-13,NA
1998-02-14,NA
1998-02-15,NA
1998-02-16,NA
1998-02-17,NA
1998-02-18,NA
1998-02-19,NA
1998-02-20,NA
1998-02-21,NA
1998-02-22,NA
1998-02-23,NA
1998-02-24,NA
1998-02-25,NA
1998-02-26,NA
1998-02-27,NA
1998-02-28,NA
1998-03-01,NA
1998-03-02,NA
1998-03-03,NA
1998-03-04,NA
1998-03-05,NA
1998-03-06,NA
1998-03-07,NA
1998-03-08,NA
1998-03-09,NA
1998-03-10,NA
1998-03-11,NA
1998-03-12,NA
1998-03-13,NA
1998-03-14,NA
1998-03-15,NA
1998-03-16,NA
1998-03-17,NA
1998-03-18,NA
1998-03-19,NA
1998-03-20,NA
1998-03-21,NA
1998-03-22,NA
1998-03-23,NA
1998-03-24,NA
1998-03-25,NA
1998-03-26,NA
1998-03-27,NA
1998-03-28,NA
1998-03-29,NA
1998-03-30,NA
1998-03-31,NA
1998-04-01,NA
1998-04-02,NA
1998-04-03,NA
1998-04-04,NA
1998-04-05,NA
1998-04-06,NA
1998-04-07,NA
1998-04-08,NA
1998-04-09,NA
1998-04-10,NA
1998-04-11,NA
1998-04-12,NA
1998-04-13,NA
1998-04-14,NA
1998-04-15,NA
1998-04-16,NA
1998-04-17,NA
1998-04-18,NA
1998-04-19,NA
1998-04-20,NA
1998-04-21,NA
1998-04-22,NA
1998-04-23,NA
1998-04-24,NA
1998-04-25,NA
1998-04-26,NA
1998-04-27,NA
1998-04-28,NA
1998-04-29,NA
1998-04-30,NA
1998-05-01,NA
1998-05-02,NA
1998-05-03,NA
1998-05-04,NA
1998-05-05,NA
1998-05-06,NA
1998-05-07,NA
1998-05-08,NA
1998-05-09,NA
1998-05-10,NA
1998-05-11,NA
1998-05-12,NA
1998-05-13,NA
1998-05-14,-18.27
1998-05-15,-19.87
1998-05-16,-17.44
1998-05-17,-20.39
1998-05-18,-20.65
1998-05-19,-15.13
1998-05-20,-10.82
1998-05-21,-3.46
1998-05-22,-4.88
1998-05-23,-9.98
1998-05-24,-16.79
1998-05-25,-6.87
1998-05-26,-6.52
1998-05-27,-7.21
1998-05-28,-10.09
1998-05-29,-5.75
1998-05-30,-4.05
1998-05-31,-7.49
1998-06-01,-7.5
1998-06-02,-5.44
1998-06-03,-10.71
1998-06-04,-11.18
1998-06-05,-11.67
1998-06-06,-13.67
1998-06-07,-13.78
1998-06-08,-5.3
1998-06-09,-10.46
1998-06-10,-4.89
1998-06-11,-9.72
1998-06-12,-9.14
1998-06-13,-4.63
1998-06-14,-7.53
1998-06-15,-9.93
1998-06-16,-9.26
1998-06-17,-8.95
1998-06-18,-10.63
1998-06-19,-10.65
1998-06-20,-10.95
1998-06-21,-10.77
1998-06-22,-10.14
1998-06-23,-6.32
1998-06-24,-6.81
1998-06-25,-6.6
1998-06-26,-6
1998-06-27,-5.13
1998-06-28,-7.2
1998-06-29,-7.79
1998-06-30,-7.92
1998-07-01,-5.23
1998-07-02,-3.41
1998-07-03,-5.16
1998-07-04,-7.43
1998-07-05,-9.31
1998-07-06,-9.81
1998-07-07,-6.51
1998-07-08,-10.39
1998-07-09,-11.35
1998-07-10,-7.66
1998-07-11,-10.57
1998-07-12,-10.72
1998-07-13,-13.26
1998-07-14,-11.32
1998-07-15,-11.28
1998-07-16,-8.45
1998-07-17,-5.53
1998-07-18,-5.53
1998-07-19,-8.59
1998-07-20,-11.02
1998-07-21,-10.66
1998-07-22,-5.11
1998-07-23,-5.11
1998-07-24,-3.92
1998-07-25,-4.26
1998-07-26,-4.4
1998-07-27,-7.06
1998-07-28,-7.13
1998-07-29,-7.86
1998-07-30,-7.63
1998-07-31,-5.63
1998-08-01,-5.87
1998-08-02,-6.19
1998-08-03,-7.24
1998-08-04,-8.12
1998-08-05,-9.9
1998-08-06,-12.37
1998-08-07,-12.53
1998-08-08,-10.11
1998-08-09,-8.87
1998-08-10,-9.21
1998-08-11,-8.23
1998-08-12,-6.43
1998-08-13,-9.68
1998-08-14,-13.02
1998-08-15,-13.32
1998-08-16,-11.38
1998-08-17,-11.09
1998-08-18,-9.12
1998-08-19,-11.26
1998-08-20,-15.15
1998-08-21,-8.55
1998-08-22,-7.17
1998-08-23,-8.44
1998-08-24,-10.16
1998-08-25,-13.53
1998-08-26,-16.48
1998-08-27,-14.71
1998-08-28,-12.72
1998-08-29,-12.64
1998-08-30,-17.12
1998-08-31,-20.63
1998-09-01,-8.97
1998-09-02,-8.04
1998-09-03,-6.09
1998-09-04,-12.11
1998-09-05,-16.97
1998-09-06,-19.7
1998-09-07,-17.92
1998-09-08,-16.79
1998-09-09,-30.3
1998-09-10,-22.24
1998-09-11,-25.71
1998-09-12,-24.55
1998-09-13,-23.09
1998-09-14,-21.02
1998-09-15,-16.51
1998-09-16,-18.28
1998-09-17,-17.92
1998-09-18,-21.58
1998-09-19,-20.77
1998-09-20,-22.74
1998-09-21,-29.2
1998-09-22,-22.16
1998-09-23,-28.53
1998-09-24,-16.54
1998-09-25,-11.7
1998-09-26,-13.28
1998-09-27,-15.95
1998-09-28,-25.76
1998-09-29,-34.79
1998-09-30,-26.2
1998-10-01,-25.64
1998-10-02,-23.61
1998-10-03,-20.96
1998-10-04,-15.35
1998-10-05,-15.51
1998-10-06,-21.15
1998-10-07,-22.13
1998-10-08,-24.12
1998-10-09,-20.85
1998-10-10,-23.26
1998-10-11,-29.61
1998-10-12,-29.42
1998-10-13,-33.57
1998-10-14,-36.43
1998-10-15,-34.17
1998-10-16,-35.92
1998-10-17,-38.71
1998-10-18,-44.6
1998-10-19,-41.01
1998-10-20,-39.73
1998-10-21,-46.88
1998-10-22,-51.17
1998-10-23,-49.84
1998-10-24,-45.96
1998-10-25,-45.13
1998-10-26,-40.37
1998-10-27,-29.44
1998-10-28,-28.89
1998-10-29,-30.31
1998-10-30,-29.09
1998-10-31,-34.64
1998-11-01,-22.98
1998-11-02,-20.09
1998-11-03,-20.91
1998-11-04,-43.88
1998-11-05,-37.53
1998-11-06,-42.27
1998-11-07,-34.03
1998-11-08,-25.8
1998-11-09,-19.27
1998-11-10,-17.9
1998-11-11,-23.48
1998-11-12,-25.31
1998-11-13,-35.51
1998-11-14,-31.63
1998-11-15,-28.6
1998-11-16,-22.55
1998-11-17,-24.89
1998-11-18,-26.16
1998-11-19,-23.21
1998-11-20,-34.59
1998-11-21,-28.65
1998-11-22,-28.19
1998-11-23,-39.8
1998-11-24,-35.53
1998-11-25,-28.41
1998-11-26,-29.35
1998-11-27,-28.91
1998-11-28,-36.35
1998-11-29,-29.04
1998-11-30,-35.95
1998-12-01,-45.73
1998-12-02,-45.64
1998-12-03,-28.72
1998-12-04,-17.41
1998-12-05,-18.08
1998-12-06,-18.51
1998-12-07,-18.43
1998-12-08,-21.65
1998-12-09,-25.99
1998-12-10,-30.38
1998-12-11,-30.19
1998-12-12,-29.06
1998-12-13,-43.91
1998-12-14,-51.18
1998-12-15,-48.24
1998-12-16,-49.66
1998-12-17,-47.72
1998-12-18,-38.08
1998-12-19,-38.6
1998-12-20,-29.25
1998-12-21,-26.83
1998-12-22,-32.89
1998-12-23,-34.2
1998-12-24,-29.93
1998-12-25,-30.95
1998-12-26,-42.68
1998-12-27,-45.91
1998-12-28,-45.58
1998-12-29,-39.02
1998-12-30,-45.01
1998-12-31,-38.69
1999-01-01,-33.84
1999-01-02,-25.58
1999-01-03,-26.43
1999-01-04,-34.14
1999-01-05,-30.61
1999-01-06,-30.04
1999-01-07,-30.8
1999-01-08,-27.03
1999-01-09,-35.7
1999-01-10,-25.46
1999-01-11,-41.58
1999-01-12,-39
1999-01-13,-30.51
1999-01-14,-29.47
1999-01-15,-30.16
1999-01-16,-38.53
1999-01-17,-49.98
1999-01-18,NA
1999-01-19,-46.89
1999-01-20,-40.53
1999-01-21,-36.5
1999-01-22,-29.91
1999-01-23,-31.22
1999-01-24,-37.14
1999-01-25,-31.55
1999-01-26,-29.94
1999-01-27,-34.22
1999-01-28,-37.72
1999-01-29,-29.21
1999-01-30,-31.8
1999-01-31,-41.06
1999-02-01,-27.7
1999-02-02,-27.51
1999-02-03,-38.81
1999-02-04,-44.4
1999-02-05,-39.85
1999-02-06,-41.3
1999-02-07,-38.84
1999-02-08,-18.2
1999-02-09,-15.4
1999-02-10,-18.13
1999-02-11,-19.8
1999-02-12,-23.45
1999-02-13,-38.43
1999-02-14,NA
1999-02-15,NA
1999-02-16,NA
1999-02-17,NA
1999-02-18,NA
1999-02-19,-36.64
1999-02-20,-36.06
1999-02-21,-43.56
1999-02-22,-35.35
1999-02-23,-30.03
1999-02-24,-35.41
1999-02-25,-38.89
1999-02-26,-23.62
1999-02-27,-24.5
1999-02-28,-35.42
1999-03-01,-34.04
1999-03-02,-36.69
1999-03-03,-38.34
1999-03-04,-36.56
1999-03-05,-28.75
1999-03-06,-20.5
1999-03-07,-15.57
1999-03-08,-18.13
1999-03-09,-32.72
1999-03-10,-32.44
1999-03-11,-30.25
1999-03-12,-26.32
1999-03-13,-33.74
1999-03-14,-45.56
1999-03-15,-37.49
1999-03-16,-43.31
1999-03-17,-41.56
1999-03-18,-41.06
1999-03-19,-38.19
1999-03-20,-36.01
1999-03-21,-32.19
1999-03-22,-29.13
1999-03-23,-28.41
1999-03-24,-38.89
1999-03-25,-37.61
1999-03-26,-38.65
1999-03-27,-35.01
1999-03-28,-35.28
1999-03-29,-34.3
1999-03-30,-31.89
1999-03-31,-19.35
1999-04-01,-18.75
1999-04-02,-14.94
1999-04-03,-20.12
1999-04-04,-18.99
1999-04-05,-22.78
1999-04-06,-25.73
1999-04-07,-25.1
1999-04-08,-20.01
1999-04-09,-25.77
1999-04-10,-35.6
1999-04-11,-19.79
1999-04-12,-30.2
1999-04-13,-24.79
1999-04-14,-30.86
1999-04-15,-31.26
1999-04-16,-25.11
1999-04-17,-31.38
1999-04-18,-32.62
1999-04-19,-24.13
1999-04-20,-17.26
1999-04-21,-14.28
1999-04-22,-14.7
1999-04-23,-18.06
1999-04-24,-17.19
1999-04-25,-17.02
1999-04-26,-20.28
1999-04-27,-14.1
1999-04-28,-21.32
1999-04-29,-23.17
1999-04-30,-27.07
1999-05-01,-26.45
1999-05-02,-21.25
1999-05-03,-19.28
1999-05-04,-15.4
1999-05-05,-13.66
1999-05-06,-10.87
1999-05-07,-13.39
1999-05-08,-16.51
1999-05-09,-17.15
1999-05-10,-12.99
1999-05-11,-10.82
1999-05-12,-19
1999-05-13,-28.78
1999-05-14,-29.16
1999-05-15,-24.77
1999-05-16,-21.88
1999-05-17,-20.72
1999-05-18,-26.34
1999-05-19,-23.31
1999-05-20,-22.96
1999-05-21,-18.95
1999-05-22,-15.26
1999-05-23,-13.07
1999-05-24,-14.89
1999-05-25,-15.04
1999-05-26,-13.32
1999-05-27,-17.34
1999-05-28,-15.71
1999-05-29,-15.55
1999-05-30,-17.56
1999-05-31,-14.76
1999-06-01,-11.3
1999-06-02,-11.91
1999-06-03,-11.26
1999-06-04,-15.76
1999-06-05,-12.49
1999-06-06,-10.02
1999-06-07,-13.06
1999-06-08,-12.46
1999-06-09,-18.28
1999-06-10,-10.23
1999-06-11,-9.05
1999-06-12,-11.91
1999-06-13,-13.07
1999-06-14,-13.24
1999-06-15,-15.19
1999-06-16,-14.97
1999-06-17,-13.41
1999-06-18,-15.92
1999-06-19,-16.83
1999-06-20,-11.99
1999-06-21,-11.97
1999-06-22,-14.08
1999-06-23,-17.24
1999-06-24,-14.45
1999-06-25,-12.02
1999-06-26,-16.2
1999-06-27,-5.66
1999-06-28,-0.47
1999-06-29,-1.73
1999-06-30,-3.28
1999-07-01,-5.49
1999-07-02,-2.28
1999-07-03,-8.08
1999-07-04,-8.62
1999-07-05,-8.14
1999-07-06,-8.2
1999-07-07,-10.42
1999-07-08,-8.95
1999-07-09,-9.54
1999-07-10,-12.79
1999-07-11,-12.6
1999-07-12,-13.58
1999-07-13,-10.91
1999-07-14,-11.18
1999-07-15,-11.07
1999-07-16,-9.3
1999-07-17,-10.85
1999-07-18,-11.05
1999-07-19,-11.65
1999-07-20,-12.31
1999-07-21,-7.87
1999-07-22,-9.95
1999-07-23,-12.33
1999-07-24,-11.11
1999-07-25,-5.43
1999-07-26,-7.77
1999-07-27,-9.42
1999-07-28,-8.42
1999-07-29,-6.98
1999-07-30,-9.77
1999-07-31,-10.28
1999-08-01,-12.46
1999-08-02,-5.22
1999-08-03,-2.81
1999-08-04,-4.34
1999-08-05,-4.64
1999-08-06,-4.5
1999-08-07,-9.13
1999-08-08,-8.68
1999-08-09,-10.31
